name,publisher,pid,pid_update,accessService,dataUseRequirements,dataUseLimitation,Mapped
CovPall - Survey of Palliative Care Services ,Cicely Saunders Institute - Kings College London,8ba190b7-4c29-4558-a256-50e1f2242874,"""8ba190b7-4c29-4558-a256-50e1f2242874"",","Applications for use of the survey data can be made for up to 10 years, and will be considered on a case by case basis on receipt of a methodological sound proposal to achieve aims in line with the original protocol. The study protocol is available on request. All requests for data access should be addressed to the Chief Investigator via the details on the CovPall website (https://www.kcl.ac.uk/research/covpall and palliativecare@kcl.ac.uk) and will be reviewed by the Study Steering Group.","['NOT FOR PROFIT USE', 'INSTITUTION SPECIFIC RESTRICTIONS', 'ETHICS APPROVAL REQUIRED']","['GENERAL RESEARCH USE', 'GEOGRAPHICAL RESTRICTIONS', 'NO LINKAGE']",Varies based on project
Follow-COVID,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,e50d2b20-ef95-43fe-bbf0-83224d88e480,"""e50d2b20-ef95-43fe-bbf0-83224d88e480"",","HIC has implemented a remote-access ""Safe Haven"" environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
MATCH,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,5429fc2a-3d72-414d-9393-4079c4c6c0fa,"""5429fc2a-3d72-414d-9393-4079c4c6c0fa"",","HIC has implemented a remote-access ""Safe Haven"" environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/",[],[],TRE/SDE
Renal Register – PHS National Dataset,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,32edd77d-533c-423f-b045-937507f8505d,"""32edd77d-533c-423f-b045-937507f8505d"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
NHS Tayside - A&E drugs given during an A&E visit,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,acfbef89-344c-49a5-8079-7344f4316e0f,"""acfbef89-344c-49a5-8079-7344f4316e0f"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/
",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
Tayside Pathology,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,419e5a82-2d82-48a7-a8f3-a83e64a54e92,"""419e5a82-2d82-48a7-a8f3-a83e64a54e92"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
Tayside Bowel Screening Dataset,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,00201dde-1faf-41d3-b282-5c24c0ca3697,"""00201dde-1faf-41d3-b282-5c24c0ca3697"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
Walker Study Data,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,245bffa9-07c3-40b6-916b-161062cdf674,"""245bffa9-07c3-40b6-916b-161062cdf674"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
NHS Tayside Virology,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,855a84b2-9d58-4b2b-a450-b6c6d534e403,"""855a84b2-9d58-4b2b-a450-b6c6d534e403"",","HIC has implemented a remote-access Trusted Research Environment to protect data confidentiality, satisfy public concerns about data loss and reassure Data Controllers about HIC’s secure management and processing of their data.

Data is not released externally to data users for analysis on their own computers but placed on a server at HIC, within a restricted, secure IT environment, where the data user is given secure remote access to carry out their analysis.

Full details are available via the following link:
https://www.dundee.ac.uk/hic/hicsafehaven/",['DISCLOSURE CONTROL'],['GENERAL RESEARCH USE'],TRE/SDE
IBD Registry,GUT REACTION,a406d06b-350e-4392-ab4e-b1012e422a34,"""a406d06b-350e-4392-ab4e-b1012e422a34"",",Data may only be accessed in the IBD Registry's approved Trusted Research Environment and only by the IBD Registry team (no external analysis permitted),"['INSTITUTION SPECIFIC RESTRICTIONS', 'PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION', 'ETHICS APPROVAL REQUIRED', 'GEOGRAPHICAL RESTRICTIONS']",['RESEARCH SPECIFIC RESTRICTIONS'],TRE/SDE
IBD Registry COVID-19,GUT REACTION,ffdf167b-f3a3-4d78-a228-2865aea90509,"""ffdf167b-f3a3-4d78-a228-2865aea90509"",","Data may only be accessed in a Trusted Research Environment (TRE) approved by the IBD Registry, preferably the IBD Registry’s own TRE.

","['INSTITUTION SPECIFIC RESTRICTIONS', 'PROJECT SPECIFIC RESTRICTIONS', 'USER SPECIFIC RESTRICTION', 'TIME LIMIT ON USE']","['RESEARCH SPECIFIC RESTRICTIONS', 'PROJECT SPECIFIC RESTRICTIONS']",TRE/SDE
VIKING GENES,VIKING GENES,43636f80-27fd-43d0-8556-d0a2de0cd819,"""43636f80-27fd-43d0-8556-d0a2de0cd819"",",In progress,['COLLABORATION REQUIRED'],['RESEARCH USE ONLY'],TRE/SDE
"MRC National Survey of Health and Development (NSHD, 1946 British Birth Cohort)",MRC NATIONAL SURVEY OF HEALTH AND DEVELOPMENT (NSHD),a2017e30-5257-40ec-8bae-9b221724121e,"""a2017e30-5257-40ec-8bae-9b221724121e"",","Researchers are required to use UCL's Trusted Research Environment (Data Safe Haven, DSH) to access data.  
A Data Sharing Agreement with the host Institution is also needed.   ","['NOT FOR PROFIT USE', 'RETURN TO DATABASE OR RESOURCE']",['RESEARCH USE ONLY'],TRE/SDE
UHB 2019 Summer Society of Acute Medicine Benchmarking Audit,PIONEER,5acfadf9-21a7-4517-a1b2-620d20469611,"""5acfadf9-21a7-4517-a1b2-620d20469611"",","Trusted Research Environments (TRE) are built using Microsoft Azure services and hosted in the UK to provide research teams a safe, secure and agile environment which allows users to quickly analyse, interpret and form an enriched view of primary care information through a range of integrated datasets.

Health data collated from multiple sources is ingested into a secure data lake which will then allow subsets of data to be made available to research teams on approval of a data request. Once approved a customer specific TRE is made available with a standard set of leading analytical tools from Microsoft including Azure Databricks, Azure Machine Learning, Azure SQL and Azure Synapse (for large-scale data warehouses). Specific tools can be provided at an additional cost over the standard platform data access charge and the PIONEER team will work with you to determine your exact needs.

Access to the TRE is managed using the latest virtual desktop technology to provide a safe and secure end-user experience.  By utilising leading edge design PIONEER are able to create TREs rapidly to enable us to service any customer requirement.",['PROJECT SPECIFIC RESTRICTIONS'],['RESEARCH USE ONLY'],TRE/SDE
National Joint Registry - Primary Hip Replacement dataset,HQIP,03280e87-6975-4a2a-967d-b332cb788e44,"""03280e87-6975-4a2a-967d-b332cb788e44"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Joint Registry - Revision Knee Replacement dataset,HQIP,6664317b-39b9-4133-b6c7-ec4bddf78c76,"""6664317b-39b9-4133-b6c7-ec4bddf78c76"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Joint Registry - Primary Shoulder Replacement dataset,HQIP,0e903b9e-a329-478a-937c-480eecee4996,"""0e903b9e-a329-478a-937c-480eecee4996"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Joint Registry - Primary Elbow Replacement dataset,HQIP,b06415af-9151-4ccc-83a1-ab859943fb2b,"""b06415af-9151-4ccc-83a1-ab859943fb2b"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Joint Registry - Revision Elbow Replacement dataset,HQIP,12babf2b-42e8-4b1e-9143-3475a07bb343,"""12babf2b-42e8-4b1e-9143-3475a07bb343"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Joint Registry - Revision Shoulder Replacement dataset,HQIP,9623e62b-3c50-44aa-8923-0bbb94e7ad61,"""9623e62b-3c50-44aa-8923-0bbb94e7ad61"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Joint Registry - Revision Hip Replacement dataset,HQIP,4b8286e2-c4e4-4db4-8fd9-5f1c8b4e56de,"""4b8286e2-c4e4-4db4-8fd9-5f1c8b4e56de"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Joint Registry - Primary Ankle Replacement dataset,HQIP,b8d009d0-0163-4aaf-8bd6-ad363c859862,"""b8d009d0-0163-4aaf-8bd6-ad363c859862"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Joint Registry - Primary Knee Replacement dataset,HQIP,d517e6fc-9a88-4647-b787-dcbed3635885,"""d517e6fc-9a88-4647-b787-dcbed3635885"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
National Joint Registry - Revision Ankle Replacement dataset,HQIP,b4f076d2-c9a3-49ba-84f4-94148dc8511a,"""b4f076d2-c9a3-49ba-84f4-94148dc8511a"",",,['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Varies based on project
Deriving and validating a clinical prediction rule for the diagnosis of asthma in primary care,BREATHE,b0a68ee7-742d-45dc-aae9-4be4e1655fc0,"""b0a68ee7-742d-45dc-aae9-4be4e1655fc0"",",To be determined upon data access request,[],['GENERAL RESEARCH USE'],TRE/SDE
The Royal College of General Practitioners (RCGP) Research and Surveillance Centre (RSC) primary care sentinel network and database,ROYAL COLLEGE OF GENERAL PRACTITIONERS,d5049af5-e351-4b22-8f75-6f3dfc96419b,"""d5049af5-e351-4b22-8f75-6f3dfc96419b"",",,[],[],"Not reported/to be confirmed"
UHB Eye Image Dataset Release 001,INSIGHT,21fb56d1-726f-40e3-a998-e4b34ba3e46f,"""21fb56d1-726f-40e3-a998-e4b34ba3e46f"",","INSIGHT is developing it's data access environment for researchers.  Until such time INSIGHT releases anonymised data,under data licence, into external secure environments.",['PROJECT SPECIFIC RESTRICTIONS'],['GENERAL RESEARCH USE'],TRE/SDE
HIC Acute Coronary Syndromes,NIHR Health Informatics Collaborative Cardiovascular Theme,869a9b4e-3537-449f-9a59-a0eac523c4e4,"""869a9b4e-3537-449f-9a59-a0eac523c4e4"",",,[],[],"Not reported/to be confirmed"
HIC ICU 8.3.2,NIHR Health Informatics Collaborative Critical Care Theme,4f546f1e-433c-4884-a090-2a4520c878ac,"""4f546f1e-433c-4884-a090-2a4520c878ac"",",,[],[],"Not reported/to be confirmed"
HIC Hepatitis v2,NIHR Health Informatics Collaborative Viral Hepatitis Theme,66be725a-b950-4bf8-9a35-7e33ce765a25,"""66be725a-b950-4bf8-9a35-7e33ce765a25"",",,[],[],"Not reported/to be confirmed"
HIC Transplantation,NIHR Health Informatics Collaborative Renal Transplantation Theme,359a322e-3781-4796-b6b2-81962fa19b7a,"""359a322e-3781-4796-b6b2-81962fa19b7a"",",,[],[],"Not reported/to be confirmed"
South London and Maudsley NHS Foundation Trust (SLaM) Clinical Record Interactive Search (CRIS) platform,SLaM,a25a9892-9141-4e78-8415-945ba73da11e,"""a25a9892-9141-4e78-8415-945ba73da11e"",",,[],[],"Not reported/to be confirmed"
Prospective Observation of Fibrosis in the Lung Clinical Endpoints,BREATHE,bb8de9d2-cc38-4c40-b104-ffd167f64f76,"""bb8de9d2-cc38-4c40-b104-ffd167f64f76"",",,['PROJECT SPECIFIC RESTRICTIONS'],['GENERAL RESEARCH USE'],"Not reported/to be confirmed"
Tissue Solutions Ltd,TISSUE DIRECTORY,bbcdc352-e0f7-4672-93a7-134bcf5001b1,"""bbcdc352-e0f7-4672-93a7-134bcf5001b1"",",,[],[],Varies based on project
ISARIC4C COVID-19 Clinical Information Network (CO-CIN),ISARIC 4C,84336be3-23bd-466e-b29b-df48db897665,"""84336be3-23bd-466e-b29b-df48db897665"",","Access to all data and samples collected by ISARIC4C are controlled by an Independent Data and Materials Access Committee (IDAMAC), composed of representatives of research funders, academia, clinical medicine, public health and industry. Their job is to ensure that all data and samples are used to generate the greatest possible benefit to humanity, in the shortest possible time.

If you are interested in requesting samples or data please briefly answer the questions below and send to isaric4c-samples@roslin.ed.ac.uk, including this statement in your email:

“I agree for the contents of my application to be shared publicly on the internet and other media by the ISARIC 4C consortium.”

What samples (type & volume) or data do you need?
What will you do with the samples or data ?
What is your previous track record of delivering similar work?
When will you complete the proposed work?
How will you fund the proposed work?
How do you plan to share data, results, and products from these samples?
Why will this help the global response to COVID19?
What assurance can you give with regards to your safe handling and secure storage of samples and data?","['COLLABORATION REQUIRED', 'ETHICS APPROVAL REQUIRED']",['RESEARCH USE ONLY'],Varies based on project
"Extended Cohort for E-health, Environment and DNA (EXCEED)",BREATHE,e22ddf52-7f9e-4072-ae61-cb722461b37d,"""e22ddf52-7f9e-4072-ae61-cb722461b37d"",",SAIL Databank - https://saildatabank.com/,['PROJECT SPECIFIC RESTRICTIONS'],['RESEARCH SPECIFIC RESTRICTIONS'],TRE/SDE
Scottish Stillbirth and Infant Death Survey,PUBLIC HEALTH SCOTLAND,e54d35a6-2e7c-422d-a4a5-a7da930b08f2,"""e54d35a6-2e7c-422d-a4a5-a7da930b08f2"",",Scottish National Data Safe Haven - https://www.isdscotland.org/Products-and-Services/eDRIS/,"['INSTITUTION SPECIFIC RESTRICTIONS', 'NOT FOR PROFIT USE', 'PUBLICATION REQUIRED']",['RESEARCH USE ONLY'],TRE/SDE
COVID Tests,PUBLIC HEALTH SCOTLAND,607b17d6-74de-466a-a377-238444707abb,"""607b17d6-74de-466a-a377-238444707abb"",",Scottish National Data Safe Haven (https://www.isdscotland.org/Products-and-Services/eDRIS/),"['INSTITUTION SPECIFIC RESTRICTIONS', 'NOT FOR PROFIT USE']",['GENERAL RESEARCH USE'],TRE/SDE
The National COVID-19 Chest Imaging Database,NHSX,31f0148b-f965-4136-ab39-6c5bbbf8c2d9,"""31f0148b-f965-4136-ab39-6c5bbbf8c2d9"",",Amazon Web Services - Simple Storage Service (AWS S3),['PROJECT SPECIFIC RESTRICTIONS'],['NO RESTRICTION'],Direct Access
"Brazilian Vaccination, Deaths, Cases in a Municipality Level",INTERNATIONAL COVID-19 DATA ALLIANCE (ICODA),8bba8231-ec5f-4353-a79a-414517aa6938,"""8bba8231-ec5f-4353-a79a-414517aa6938"",",,[],[],"Not reported/to be confirmed"
COVID-19 Transmission Chains for using Epidemiological Survey Data from Asia,INTERNATIONAL COVID-19 DATA ALLIANCE (ICODA),216ecfb2-5126-4323-bf2c-3d787abbc03e,"""216ecfb2-5126-4323-bf2c-3d787abbc03e"",",,[],[],"Not reported/to be confirmed"
ISARIC Global COVID-19 dataset,INTERNATIONAL COVID-19 DATA ALLIANCE (ICODA),107b1f77-2654-424f-a91c-59f443ebdc34,"""107b1f77-2654-424f-a91c-59f443ebdc34"",",,[],[],"Not reported/to be confirmed"
REal-time Assessment of Community Transmission (REACT-1),IMPERIAL COLLEGE LONDON,59a98ace-623d-47ce-83ec-8fd63ffb839c,"""59a98ace-623d-47ce-83ec-8fd63ffb839c"",",,"['DISCLOSURE CONTROL', 'ETHICS APPROVAL REQUIRED', 'PROJECT SPECIFIC RESTRICTIONS', 'INSTITUTION SPECIFIC RESTRICTIONS']","['INSTITUTION SPECIFIC RESTRICTIONS', 'RESEARCH SPECIFIC RESTRICTIONS', 'NO LINKAGE', 'GENETIC STUDIES ONLY']","Not reported/to be confirmed"
Edinburgh Ovarian Cancer Database,DataLoch,e7bea308-da74-4762-99d7-1bcadd042d46,"""e7bea308-da74-4762-99d7-1bcadd042d46"",",Researchers define their cohort and time period and select from a list of available data variables. Analysts will retrieve the data and make it available as an Excel file.,"['PROJECT SPECIFIC RESTRICTIONS', 'DISCLOSURE CONTROL']","['PROJECT SPECIFIC RESTRICTIONS', 'RESEARCH SPECIFIC RESTRICTIONS']",Direct Access
Isolates Cohorts,TISSUE DIRECTORY,351cc017-caff-4303-8a48-1aa1b90fce2b,"""351cc017-caff-4303-8a48-1aa1b90fce2b"",",,['COLLABORATION REQUIRED'],"['GENERAL RESEARCH USE', 'COMMERCIAL RESEARCH USE', 'NO RESTRICTION']",Varies based on project
Careers Wales Dataset (CARW),SAIL,e4004e0e-6adb-4b11-82c2-af0caf61d751,"""e4004e0e-6adb-4b11-82c2-af0caf61d751"",","The SAIL Databank is powered by the UK Secure e-Research Platform (UKSeRP). Following approval through safeguard processes, access to project-specific data within the secure environment is permitted using two-factor authentication.","['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']",['GENERAL RESEARCH USE'],TRE/SDE
Covid Lateral Flow Test (CVLF),SAIL,ce60d677-6263-4d41-9d45-d3c7ebb3ee36,"""ce60d677-6263-4d41-9d45-d3c7ebb3ee36"",","The SAIL Databank is powered by the UK Secure e-Research Platform (UKSeRP). Following approval through safeguard processes, access to project-specific data within the secure environment is permitted using two-factor authentication.",['PROJECT SPECIFIC RESTRICTIONS'],['RESEARCH SPECIFIC RESTRICTIONS'],TRE/SDE
Research Data Extract,BARTS HEALTH,ac6cded4-cba4-4d9a-8b84-1b53fa4f8be5,"""ac6cded4-cba4-4d9a-8b84-1b53fa4f8be5"",",Barts Health intends to have a secure data environment by early 2024. Projects requiring access to data before this data need to provide evidence of their own secure environment.,"['ETHICS APPROVAL REQUIRED', 'PROJECT SPECIFIC RESTRICTIONS', 'USER SPECIFIC RESTRICTION']",['GENERAL RESEARCH USE'],TRE/SDE
EU Farm Structure Survey Wales (EUFS),SAIL,cc7aa34f-81df-42f8-ad69-80e136c48bf1,"""cc7aa34f-81df-42f8-ad69-80e136c48bf1"",","The SAIL Databank is powered by the UK Secure e-Research Platform (UKSeRP). Following approval through safeguard processes, access to project-specific data within the secure environment is permitted using two-factor authentication.","['PROJECT SPECIFIC RESTRICTIONS', 'USER SPECIFIC RESTRICTION', 'TIME LIMIT ON USE']",['RESEARCH SPECIFIC RESTRICTIONS'],TRE/SDE
Health & Attainment of Pupils in a Primary Education Network (HAPN),SAIL,464d8653-4e69-406b-93fd-d68c29d5dfdc,"""464d8653-4e69-406b-93fd-d68c29d5dfdc"",","The SAIL Databank is powered by the UK Secure e-Research Platform (UKSeRP). Following approval through safeguard processes, access to project-specific data within the secure environment is permitted using two-factor authentication.",['PROJECT SPECIFIC RESTRICTIONS'],['RESEARCH SPECIFIC RESTRICTIONS'],TRE/SDE
Intensive Care National Audit and Research Centre (ICNC),SAIL,add6226b-0f21-439a-84a6-51dc26cdc425,"""add6226b-0f21-439a-84a6-51dc26cdc425"",","The SAIL Databank is powered by the UK Secure e-Research Platform (UKSeRP). Following approval through safeguard processes, access to project-specific data within the secure environment is permitted using two-factor authentication.","['PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']",['RESEARCH SPECIFIC RESTRICTIONS'],TRE/SDE
UK Longitudinal Linkage Collaboration (UK LLC),UK Longitudinal Linkage Collaboration (UK LLC),d858cd90-9a2f-4330-9bbe-46e047a5d0a2,"""d858cd90-9a2f-4330-9bbe-46e047a5d0a2"",","Data are held in a Trusted Research Environment (TRE) – the Secure e-Research Platform (SeRP UK) at Swansea University and accessible to UK based researchers doing research for the public good. 

In order to access the UK LLC TRE, approved researchers are required to use two-factor authentication. Access to the data will be limited and controlled. For each project, a project-specific space will be created in the UK LLC TRE, which will be accessible only to the approved researchers named on the approved project. The UK LLC TRE is a Windows 10 remote desktop environment. Each approved user will be given access to a series of project-specific database views. These views enable access to datasets approved as part of the project. Researchers can choose which tools or packages to conduct their analyses. Standard packages available include Python, R(+RStudio), Stata and SPSS. Researchers may request other packages by emailing access@ukllc.ac.uk, but these may be subject to licence provision/fee.

Researchers must be ONS Accredited Researchers and the project must be approved by a process coordinated by the UK LLC Applications Team, which includes review by the UK LLC Data Access Committee (DAC) and the individual studies' DACs. Researchers’ access to the TRE will be terminated at the end date of the project or earlier if their ONS Accredited Researcher status expires. ","['INSTITUTION SPECIFIC RESTRICTIONS', 'PROJECT SPECIFIC RESTRICTIONS', 'PUBLICATION REQUIRED', 'RETURN TO DATABASE OR RESOURCE', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION', 'GEOGRAPHICAL RESTRICTIONS', 'DISCLOSURE CONTROL']",['RESEARCH USE ONLY'],TRE/SDE
DataLoch Respiratory,DataLoch,ae0726a1-149c-4d0a-bb0a-4babf785a999,"""ae0726a1-149c-4d0a-bb0a-4babf785a999"",",,"['ETHICS APPROVAL REQUIRED', 'DISCLOSURE CONTROL', 'PROJECT SPECIFIC RESTRICTIONS']",['PROJECT SPECIFIC RESTRICTIONS'],"Not reported/to be confirmed"
dhis2 service delivery/mortality indicators Ethiopian 2019/20,INTERNATIONAL COVID-19 DATA ALLIANCE (ICODA),74e550ab-6097-4c1d-96c7-c6d00bb78d45,"""74e550ab-6097-4c1d-96c7-c6d00bb78d45"",",,[],[],"Not reported/to be confirmed"
dhis2 service delivery/mortality indicators Ghana 2019/20,INTERNATIONAL COVID-19 DATA ALLIANCE (ICODA),f940b9f5-82e2-474a-a786-e35648e351c2,"""f940b9f5-82e2-474a-a786-e35648e351c2"",",,[],[],"Not reported/to be confirmed"
Secondary Uses Services Payment By Results,NHS ENGLAND,d4c2361e-556f-4812-b17e-7f371b04c0d2,"""d4c2361e-556f-4812-b17e-7f371b04c0d2"",","Once your DARS application has been approved, data will be made available either by secure file transfer or through the Data Access Environment (DAE).

Secure file transfer: https://digital.nhs.uk/services/transfer-data-securely

DAE: https://digital.nhs.uk/services/data-access-environment-dae","['INSTITUTION SPECIFIC RESTRICTIONS', 'PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",['General Research Use'],TRE/SDE
Hospital Episode Statistics Admitted Patient Care,NHS ENGLAND,6599230a-df54-4615-937c-d724d239491f,"""6599230a-df54-4615-937c-d724d239491f"",","Once your DARS application has been approved, data will be made available either by secure file transfer or through the Data Access Environment (DAE). 
Secure file transfer: https://digital.nhs.uk/services/transfer-data-securely 
DAE: https://digital.nhs.uk/services/data-access-environment-dae","['ETHICS APPROVAL REQUIRED', 'INSTITUTION SPECIFIC RESTRICTIONS', 'NOT FOR PROFIT USE', 'PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']",['No Restriction'],TRE/SDE
Medicines dispensed in Primary Care (NHSBSA data),NHS ENGLAND,1c84067c-b7c7-440f-b35b-ae3deef59efd,"""1c84067c-b7c7-440f-b35b-ae3deef59efd"",","Once your DARS application has been approved, data will be made available either by secure file transfer or through the Data Access Environment (DAE). 
Secure file transfer: https://digital.nhs.uk/services/transfer-data-securely 
DAE: https://digital.nhs.uk/services/data-access-environment-dae","['INSTITUTION SPECIFIC RESTRICTIONS', 'PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",['No Restriction'],TRE/SDE
COVID-19 Vaccination Adverse Reaction,NHS ENGLAND,a7917c7c-13a7-4f07-b613-d9c4259ddeca,"""a7917c7c-13a7-4f07-b613-d9c4259ddeca"",","Once your DARS application has been approved, data will be made available either by secure file transfer or through the Data Access Environment (DAE).

Secure file transfer: https://digital.nhs.uk/services/transfer-data-securely

DAE: https://digital.nhs.uk/services/data-access-environment-dae","['INSTITUTION SPECIFIC RESTRICTIONS', 'PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",[' Research Specific Restrictions'],TRE/SDE
Improving Access to Psychological Therapies Data Set,NHS ENGLAND,aad63d57-1277-4139-9511-6d9f3c689bbb,"""aad63d57-1277-4139-9511-6d9f3c689bbb"",","Once your DARS application has been approved, data will be made available either by secure file transfer or through the Data Access Environment (DAE).

Secure file transfer: https://digital.nhs.uk/services/transfer-data-securely

DAE: https://digital.nhs.uk/services/data-access-environment-dae","['INSTITUTION SPECIFIC RESTRICTIONS', 'PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",['No Restriction'],TRE/SDE
Hospital Episode Statistics Outpatients,NHS ENGLAND,2566eebb-417f-4a24-9c5d-7fa1f4d9d5e8,"""2566eebb-417f-4a24-9c5d-7fa1f4d9d5e8"",","Once your DARS application has been approved, data will be made available either by secure file transfer or through the Data Access Environment (DAE).

Secure file transfer: https://digital.nhs.uk/services/transfer-data-securely

DAE: https://digital.nhs.uk/services/data-access-environment-dae","['ETHICS APPROVAL REQUIRED', 'INSTITUTION SPECIFIC RESTRICTIONS', 'PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'NOT FOR PROFIT USE', 'USER SPECIFIC RESTRICTION']",['No Restriction'],TRE/SDE
National Diabetes Audit,NHS ENGLAND,f04f5e7e-3c1a-4bce-b050-513ebdb3471e,"""f04f5e7e-3c1a-4bce-b050-513ebdb3471e"",","Once your DARS application has been approved, data will be made available either by secure file transfer or through the Data Access Environment (DAE).

Secure file transfer: https://digital.nhs.uk/services/transfer-data-securely

DAE: https://digital.nhs.uk/services/data-access-environment-dae""

Please note we will only pause the elapsed time when we require further detail or approvals from an external provider are required.","['INSTITUTION SPECIFIC RESTRICTIONS', 'PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",['No Restriction'],TRE/SDE
GPES Data for Pandemic Planning and Research (COVID-19),NHS ENGLAND,c7eed372-9f1e-467e-8a37-948f4de5abc4,"""c7eed372-9f1e-467e-8a37-948f4de5abc4"",","Once your DARS application has been approved, data will be made available either by secure file transfer or through the Data Access Environment (DAE).

Secure file transfer: https://digital.nhs.uk/services/transfer-data-securely

DAE: https://digital.nhs.uk/services/data-access-environment-dae","['INSTITUTION SPECIFIC RESTRICTIONS', 'PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']",[' Research Specific Restrictions'],TRE/SDE
